,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,TEMP,sum,count,average
49921,49922,2015,9,12,1,3,3.0,6.0,,6.0,17.0,15.0,3,5.0
49922,49923,2015,9,12,2,3,6.0,,,5.0,17.0,11.0,2,5.5
49923,49924,2015,9,12,3,3,6.0,,,4.0,15.0,10.0,2,5.0
49924,49925,2015,9,12,4,3,9.0,,,5.0,16.0,14.0,2,7.0
49925,49926,2015,9,12,5,3,4.0,,,8.0,15.0,12.0,2,6.0
49926,49927,2015,9,12,6,3,6.0,4.0,,8.0,15.0,18.0,3,6.0
49927,49928,2015,9,12,7,3,8.0,,,5.0,16.0,13.0,2,6.5
49928,49929,2015,9,12,8,3,7.0,,,2.0,19.0,9.0,2,4.5
49929,49930,2015,9,12,9,3,3.0,,3.0,4.0,20.0,10.0,3,3.33
49930,49931,2015,9,12,10,3,5.0,,3.0,6.0,22.0,14.0,3,4.67
49931,49932,2015,9,12,11,3,5.0,,,6.0,23.0,11.0,2,5.5
49932,49933,2015,9,12,12,3,6.0,,,5.0,23.0,11.0,2,5.5
49933,49934,2015,9,12,13,3,5.0,,3.0,2.0,24.0,10.0,3,3.33
49934,49935,2015,9,12,14,3,3.0,8.0,,8.0,25.0,19.0,3,6.33
49935,49936,2015,9,12,15,3,6.0,,,9.0,26.0,15.0,2,7.5
49936,49937,2015,9,12,16,3,5.0,,3.0,6.0,26.0,14.0,3,4.67
49937,49938,2015,9,12,17,3,5.0,,3.0,4.0,26.0,12.0,3,4.0
49938,49939,2015,9,12,18,3,10.0,,6.0,10.0,25.0,26.0,3,8.67
49939,49940,2015,9,12,19,3,14.0,,11.0,8.0,25.0,33.0,3,11.0
49940,49941,2015,9,12,20,3,15.0,,11.0,18.0,22.0,44.0,3,14.67
49941,49942,2015,9,12,21,3,18.0,14.0,11.0,17.0,22.0,60.0,4,15.0
49942,49943,2015,9,12,22,3,16.0,,11.0,16.0,21.0,43.0,3,14.33
49943,49944,2015,9,12,23,3,20.0,,16.0,16.0,20.0,52.0,3,17.33
49944,49945,2015,9,13,0,3,24.0,,17.0,18.0,16.0,59.0,3,19.67
49945,49946,2015,9,13,1,3,22.0,,15.0,18.0,14.0,55.0,3,18.33
49946,49947,2015,9,13,2,3,28.0,,16.0,25.0,13.0,69.0,3,23.0
49947,49948,2015,9,13,3,3,29.0,,16.0,19.0,13.0,64.0,3,21.33
49948,49949,2015,9,13,4,3,30.0,,18.0,25.0,13.0,73.0,3,24.33
49949,49950,2015,9,13,5,3,23.0,,22.0,26.0,12.0,71.0,3,23.67
49950,49951,2015,9,13,6,3,28.0,,20.0,26.0,12.0,74.0,3,24.67
49951,49952,2015,9,13,7,3,17.0,,22.0,15.0,16.0,54.0,3,18.0
49952,49953,2015,9,13,8,3,13.0,,9.0,17.0,19.0,39.0,3,13.0
49953,49954,2015,9,13,9,3,15.0,15.0,11.0,12.0,22.0,53.0,4,13.25
49954,49955,2015,9,13,10,3,15.0,11.0,15.0,8.0,25.0,49.0,4,12.25
49955,49956,2015,9,13,11,3,19.0,12.0,11.0,10.0,27.0,52.0,4,13.0
49956,49957,2015,9,13,12,3,16.0,11.0,13.0,7.0,28.0,47.0,4,11.75
49957,49958,2015,9,13,13,3,15.0,12.0,12.0,10.0,29.0,49.0,4,12.25
49958,49959,2015,9,13,14,3,13.0,10.0,11.0,8.0,30.0,42.0,4,10.5
49959,49960,2015,9,13,15,3,16.0,,7.0,12.0,30.0,35.0,3,11.67
49960,49961,2015,9,13,16,3,17.0,12.0,9.0,12.0,30.0,50.0,4,12.5
49961,49962,2015,9,13,17,3,14.0,,9.0,14.0,28.0,37.0,3,12.33
49962,49963,2015,9,13,18,3,21.0,,16.0,15.0,27.0,52.0,3,17.33
49963,49964,2015,9,13,19,3,32.0,,23.0,29.0,26.0,84.0,3,28.0
49964,49965,2015,9,13,20,3,36.0,,27.0,30.0,23.0,93.0,3,31.0
49965,49966,2015,9,13,21,3,31.0,,25.0,29.0,20.0,85.0,3,28.33
49966,49967,2015,9,13,22,3,32.0,,25.0,32.0,19.0,89.0,3,29.67
49967,49968,2015,9,13,23,3,41.0,,33.0,38.0,17.0,112.0,3,37.33
49968,49969,2015,9,14,0,3,43.0,,39.0,42.0,16.0,124.0,3,41.33
49969,49970,2015,9,14,1,3,55.0,,46.0,49.0,15.0,150.0,3,50.0
49970,49971,2015,9,14,2,3,61.0,,48.0,50.0,15.0,159.0,3,53.0
49971,49972,2015,9,14,3,3,72.0,,52.0,61.0,16.0,185.0,3,61.67
49972,49973,2015,9,14,4,3,76.0,,62.0,60.0,14.0,198.0,3,66.0
49973,49974,2015,9,14,5,3,54.0,,55.0,58.0,14.0,167.0,3,55.67
49974,49975,2015,9,14,6,3,59.0,,66.0,57.0,14.0,182.0,3,60.67
49975,49976,2015,9,14,7,3,65.0,,66.0,60.0,15.0,191.0,3,63.67
49976,49977,2015,9,14,8,3,76.0,83.0,74.0,70.0,18.0,303.0,4,75.75
49977,49978,2015,9,14,9,3,93.0,106.0,92.0,81.0,21.0,372.0,4,93.0
49978,49979,2015,9,14,10,3,117.0,,116.0,,22.0,233.0,2,116.5
49979,49980,2015,9,14,11,3,116.0,,109.0,,25.0,225.0,2,112.5
49980,49981,2015,9,14,12,3,120.0,,96.0,70.0,26.0,286.0,3,95.33
49981,49982,2015,9,14,13,3,111.0,,100.0,86.0,26.0,297.0,3,99.0
49982,49983,2015,9,14,14,3,94.0,,66.0,60.0,25.0,220.0,3,73.33
49983,49984,2015,9,14,15,3,77.0,,54.0,45.0,26.0,176.0,3,58.67
49984,49985,2015,9,14,16,3,55.0,,38.0,40.0,26.0,133.0,3,44.33
49985,49986,2015,9,14,17,3,44.0,,37.0,39.0,25.0,120.0,3,40.0
49986,49987,2015,9,14,18,3,53.0,,47.0,45.0,23.0,145.0,3,48.33
49987,49988,2015,9,14,19,3,69.0,,57.0,55.0,22.0,181.0,3,60.33
49988,49989,2015,9,14,20,3,66.0,,61.0,60.0,19.0,187.0,3,62.33
49989,49990,2015,9,14,21,3,69.0,,65.0,70.0,18.0,204.0,3,68.0
49990,49991,2015,9,14,22,3,85.0,,74.0,64.0,17.0,223.0,3,74.33
49991,49992,2015,9,14,23,3,96.0,,71.0,67.0,17.0,234.0,3,78.0
49992,49993,2015,9,15,0,3,99.0,,83.0,74.0,15.0,256.0,3,85.33
49993,49994,2015,9,15,1,3,97.0,,85.0,80.0,14.0,262.0,3,87.33
49994,49995,2015,9,15,2,3,101.0,,89.0,85.0,15.0,275.0,3,91.67
49995,49996,2015,9,15,3,3,109.0,,112.0,110.0,15.0,331.0,3,110.33
49996,49997,2015,9,15,4,3,114.0,,133.0,137.0,15.0,384.0,3,128.0
49997,49998,2015,9,15,5,3,150.0,,138.0,136.0,14.0,424.0,3,141.33
49998,49999,2015,9,15,6,3,146.0,,131.0,123.0,14.0,400.0,3,133.33
49999,50000,2015,9,15,7,3,119.0,,111.0,93.0,15.0,323.0,3,107.67
50000,50001,2015,9,15,8,3,116.0,,100.0,92.0,17.0,308.0,3,102.67
50001,50002,2015,9,15,9,3,121.0,,113.0,105.0,20.0,339.0,3,113.0
50002,50003,2015,9,15,10,3,130.0,,116.0,98.0,23.0,344.0,3,114.67
50003,50004,2015,9,15,11,3,,,112.0,93.0,23.0,205.0,2,102.5
50004,50005,2015,9,15,12,3,,,113.0,99.0,25.0,212.0,2,106.0
50005,50006,2015,9,15,13,3,99.0,,,103.0,25.0,202.0,2,101.0
50006,50007,2015,9,15,14,3,100.0,,,94.0,27.0,194.0,2,97.0
50007,50008,2015,9,15,15,3,96.0,,,99.0,26.0,195.0,2,97.5
50008,50009,2015,9,15,16,3,106.0,,84.0,86.0,26.0,276.0,3,92.0
50009,50010,2015,9,15,17,3,93.0,,93.0,91.0,25.0,277.0,3,92.33
50010,50011,2015,9,15,18,3,98.0,,94.0,85.0,23.0,277.0,3,92.33
50011,50012,2015,9,15,19,3,112.0,,103.0,93.0,20.0,308.0,3,102.67
50012,50013,2015,9,15,20,3,123.0,,120.0,102.0,18.0,345.0,3,115.0
50013,50014,2015,9,15,21,3,139.0,,124.0,147.0,17.0,410.0,3,136.67
50014,50015,2015,9,15,22,3,121.0,,125.0,163.0,17.0,409.0,3,136.33
50015,50016,2015,9,15,23,3,122.0,,117.0,153.0,16.0,392.0,3,130.67
50016,50017,2015,9,16,0,3,120.0,,119.0,196.0,16.0,435.0,3,145.0
50017,50018,2015,9,16,1,3,119.0,,118.0,152.0,15.0,389.0,3,129.67
50018,50019,2015,9,16,2,3,149.0,,161.0,161.0,15.0,471.0,3,157.0
50019,50020,2015,9,16,3,3,172.0,,184.0,159.0,15.0,515.0,3,171.67
50020,50021,2015,9,16,4,3,168.0,,179.0,151.0,15.0,498.0,3,166.0
50021,50022,2015,9,16,5,3,162.0,,166.0,150.0,14.0,478.0,3,159.33
50022,50023,2015,9,16,6,3,148.0,,157.0,136.0,14.0,441.0,3,147.0
50023,50024,2015,9,16,7,3,142.0,,153.0,125.0,15.0,420.0,3,140.0
50024,50025,2015,9,16,8,3,148.0,,159.0,123.0,18.0,430.0,3,143.33
50025,50026,2015,9,16,9,3,168.0,,184.0,150.0,20.0,502.0,3,167.33
50026,50027,2015,9,16,10,3,182.0,,,147.0,22.0,329.0,2,164.5
50027,50028,2015,9,16,11,3,184.0,,,142.0,25.0,326.0,2,163.0
50028,50029,2015,9,16,12,3,151.0,,,120.0,25.0,271.0,2,135.5
50029,50030,2015,9,16,13,3,116.0,,,97.0,26.0,213.0,2,106.5
50030,50031,2015,9,16,14,3,107.0,,,88.0,27.0,195.0,2,97.5
50031,50032,2015,9,16,15,3,96.0,,,79.0,27.0,175.0,2,87.5
50032,50033,2015,9,16,16,3,98.0,,,85.0,27.0,183.0,2,91.5
50033,50034,2015,9,16,17,3,101.0,,102.0,92.0,26.0,295.0,3,98.33
50034,50035,2015,9,16,18,3,105.0,,105.0,92.0,24.0,302.0,3,100.67
50035,50036,2015,9,16,19,3,118.0,,109.0,98.0,24.0,325.0,3,108.33
50036,50037,2015,9,16,20,3,133.0,,125.0,110.0,23.0,368.0,3,122.67
50037,50038,2015,9,16,21,3,148.0,,140.0,120.0,19.0,408.0,3,136.0
50038,50039,2015,9,16,22,3,157.0,,144.0,135.0,18.0,436.0,3,145.33
50039,50040,2015,9,16,23,3,158.0,,155.0,144.0,17.0,457.0,3,152.33
50040,50041,2015,9,17,0,3,164.0,,154.0,158.0,18.0,476.0,3,158.67
50041,50042,2015,9,17,1,3,166.0,,153.0,151.0,17.0,470.0,3,156.67
50042,50043,2015,9,17,2,3,164.0,,157.0,159.0,16.0,480.0,3,160.0
50043,50044,2015,9,17,3,3,170.0,,183.0,168.0,16.0,521.0,3,173.67
50044,50045,2015,9,17,4,3,183.0,,176.0,151.0,16.0,510.0,3,170.0
50045,50046,2015,9,17,5,3,177.0,,164.0,151.0,16.0,492.0,3,164.0
50046,50047,2015,9,17,6,3,181.0,,165.0,163.0,16.0,509.0,3,169.67
50047,50048,2015,9,17,7,3,184.0,,175.0,157.0,16.0,516.0,3,172.0
50048,50049,2015,9,17,8,3,185.0,,189.0,161.0,18.0,535.0,3,178.33
50049,50050,2015,9,17,9,3,,,189.0,152.0,21.0,341.0,2,170.5
50050,50051,2015,9,17,10,3,,,189.0,143.0,23.0,332.0,2,166.0
50051,50052,2015,9,17,11,3,127.0,,194.0,152.0,24.0,473.0,3,157.67
50052,50053,2015,9,17,12,3,176.0,,196.0,154.0,25.0,526.0,3,175.33
50053,50054,2015,9,17,13,3,154.0,,158.0,105.0,26.0,417.0,3,139.0
50054,50055,2015,9,17,14,3,110.0,,119.0,91.0,27.0,320.0,3,106.67
50055,50056,2015,9,17,15,3,106.0,,106.0,87.0,27.0,299.0,3,99.67
50056,50057,2015,9,17,16,3,105.0,,108.0,91.0,28.0,304.0,3,101.33
50057,50058,2015,9,17,17,3,118.0,,113.0,99.0,27.0,330.0,3,110.0
50058,50059,2015,9,17,18,3,132.0,,124.0,107.0,25.0,363.0,3,121.0
50059,50060,2015,9,17,19,3,144.0,,133.0,120.0,25.0,397.0,3,132.33
50060,50061,2015,9,17,20,3,160.0,,150.0,131.0,21.0,441.0,3,147.0
50061,50062,2015,9,17,21,3,170.0,,157.0,151.0,20.0,478.0,3,159.33
50062,50063,2015,9,17,22,3,170.0,,165.0,153.0,20.0,488.0,3,162.67
50063,50064,2015,9,17,23,3,183.0,,163.0,175.0,21.0,521.0,3,173.67
50064,50065,2015,9,18,0,3,255.0,,190.0,201.0,21.0,646.0,3,215.33
50065,50066,2015,9,18,1,3,248.0,,227.0,206.0,20.0,681.0,3,227.0
50066,50067,2015,9,18,2,3,251.0,,230.0,201.0,20.0,682.0,3,227.33
50067,50068,2015,9,18,3,3,223.0,,214.0,185.0,20.0,622.0,3,207.33
50068,50069,2015,9,18,4,3,144.0,,128.0,92.0,20.0,364.0,3,121.33
50069,50070,2015,9,18,5,3,50.0,,123.0,78.0,20.0,251.0,3,83.67
50070,50071,2015,9,18,6,3,81.0,,162.0,126.0,19.0,369.0,3,123.0
50071,50072,2015,9,18,7,3,105.0,,140.0,97.0,20.0,342.0,3,114.0
50072,50073,2015,9,18,8,3,84.0,,84.0,60.0,21.0,228.0,3,76.0
50073,50074,2015,9,18,9,3,75.0,,71.0,56.0,23.0,202.0,3,67.33
50074,50075,2015,9,18,10,3,79.0,,75.0,62.0,26.0,216.0,3,72.0
50075,50076,2015,9,18,11,3,51.0,,57.0,42.0,27.0,150.0,3,50.0
50076,50077,2015,9,18,12,3,28.0,,28.0,17.0,29.0,73.0,3,24.33
50077,50078,2015,9,18,13,3,19.0,,18.0,14.0,29.0,51.0,3,17.0
50078,50079,2015,9,18,14,3,15.0,25.0,15.0,12.0,30.0,67.0,4,16.75
50079,50080,2015,9,18,15,3,12.0,,15.0,12.0,30.0,39.0,3,13.0
50080,50081,2015,9,18,16,3,14.0,,17.0,17.0,30.0,48.0,3,16.0
50081,50082,2015,9,18,17,3,17.0,,23.0,25.0,29.0,65.0,3,21.67
50082,50083,2015,9,18,18,3,27.0,,29.0,30.0,25.0,86.0,3,28.67
50083,50084,2015,9,18,19,3,69.0,,32.0,39.0,21.0,140.0,3,46.67
50084,50085,2015,9,18,20,3,77.0,,42.0,49.0,21.0,168.0,3,56.0
50085,50086,2015,9,18,21,3,68.0,,54.0,55.0,20.0,177.0,3,59.0
50086,50087,2015,9,18,22,3,56.0,,49.0,41.0,20.0,146.0,3,48.67
50087,50088,2015,9,18,23,3,43.0,,45.0,36.0,18.0,124.0,3,41.33
50088,50089,2015,9,19,0,3,39.0,,36.0,24.0,16.0,99.0,3,33.0
50089,50090,2015,9,19,1,3,28.0,,27.0,28.0,18.0,83.0,3,27.67
50090,50091,2015,9,19,2,3,28.0,,29.0,18.0,15.0,75.0,3,25.0
50091,50092,2015,9,19,3,3,15.0,,22.0,7.0,16.0,44.0,3,14.67
50092,50093,2015,9,19,4,3,9.0,,8.0,12.0,15.0,29.0,3,9.67
50093,50094,2015,9,19,5,3,11.0,,9.0,11.0,14.0,31.0,3,10.33
50094,50095,2015,9,19,6,3,17.0,,9.0,12.0,14.0,38.0,3,12.67
50095,50096,2015,9,19,7,3,13.0,,12.0,13.0,17.0,38.0,3,12.67
50096,50097,2015,9,19,8,3,9.0,,9.0,10.0,22.0,28.0,3,9.33
50097,50098,2015,9,19,9,3,8.0,,17.0,10.0,24.0,35.0,3,11.67
50098,50099,2015,9,19,10,3,13.0,,14.0,8.0,26.0,35.0,3,11.67
50099,50100,2015,9,19,11,3,14.0,,16.0,7.0,27.0,37.0,3,12.33
50100,50101,2015,9,19,12,3,19.0,,10.0,5.0,28.0,34.0,3,11.33
50101,50102,2015,9,19,13,3,13.0,,11.0,3.0,29.0,27.0,3,9.0
50102,50103,2015,9,19,14,3,15.0,,10.0,7.0,29.0,32.0,3,10.67
50103,50104,2015,9,19,15,3,14.0,16.0,11.0,9.0,29.0,50.0,4,12.5
50104,50105,2015,9,19,16,3,20.0,21.0,20.0,16.0,28.0,77.0,4,19.25
50105,50106,2015,9,19,17,3,21.0,,17.0,13.0,28.0,51.0,3,17.0
50106,50107,2015,9,19,18,3,21.0,,22.0,24.0,24.0,67.0,3,22.33
50107,50108,2015,9,19,19,3,26.0,,25.0,23.0,22.0,74.0,3,24.67
50108,50109,2015,9,19,20,3,39.0,,34.0,30.0,19.0,103.0,3,34.33
50109,50110,2015,9,19,21,3,44.0,,32.0,27.0,18.0,103.0,3,34.33
50110,50111,2015,9,19,22,3,64.0,,72.0,65.0,18.0,201.0,3,67.0
50111,50112,2015,9,19,23,3,97.0,,95.0,75.0,22.0,267.0,3,89.0
50112,50113,2015,9,20,0,3,105.0,,102.0,86.0,18.0,293.0,3,97.67
50113,50114,2015,9,20,1,3,113.0,,115.0,96.0,17.0,324.0,3,108.0
50114,50115,2015,9,20,2,3,118.0,,113.0,92.0,17.0,323.0,3,107.67
50115,50116,2015,9,20,3,3,122.0,,114.0,109.0,17.0,345.0,3,115.0
50116,50117,2015,9,20,4,3,132.0,,126.0,116.0,16.0,374.0,3,124.67
50117,50118,2015,9,20,5,3,86.0,,127.0,85.0,16.0,298.0,3,99.33
50118,50119,2015,9,20,6,3,73.0,,116.0,76.0,18.0,265.0,3,88.33
50119,50120,2015,9,20,7,3,73.0,,105.0,73.0,18.0,251.0,3,83.67
50120,50121,2015,9,20,8,3,90.0,,121.0,71.0,19.0,282.0,3,94.0
50121,50122,2015,9,20,9,3,101.0,,140.0,102.0,19.0,343.0,3,114.33
50122,50123,2015,9,20,10,3,134.0,,165.0,132.0,21.0,431.0,3,143.67
50123,50124,2015,9,20,11,3,165.0,,166.0,122.0,23.0,453.0,3,151.0
50124,50125,2015,9,20,12,3,124.0,,125.0,94.0,25.0,343.0,3,114.33
50125,50126,2015,9,20,13,3,113.0,,105.0,84.0,27.0,302.0,3,100.67
50126,50127,2015,9,20,14,3,107.0,,98.0,75.0,27.0,280.0,3,93.33
50127,50128,2015,9,20,15,3,99.0,84.0,98.0,81.0,27.0,362.0,4,90.5
50128,50129,2015,9,20,16,3,95.0,,91.0,75.0,27.0,261.0,3,87.0
50129,50130,2015,9,20,17,3,83.0,,77.0,67.0,26.0,227.0,3,75.67
50130,50131,2015,9,20,18,3,58.0,,61.0,57.0,24.0,176.0,3,58.67
50131,50132,2015,9,20,19,3,61.0,,54.0,48.0,23.0,163.0,3,54.33
50132,50133,2015,9,20,20,3,57.0,,49.0,47.0,22.0,153.0,3,51.0
50133,50134,2015,9,20,21,3,53.0,,50.0,44.0,21.0,147.0,3,49.0
50134,50135,2015,9,20,22,3,58.0,,56.0,49.0,19.0,163.0,3,54.33
50135,50136,2015,9,20,23,3,59.0,,55.0,46.0,19.0,160.0,3,53.33
50136,50137,2015,9,21,0,3,67.0,,59.0,49.0,17.0,175.0,3,58.33
50137,50138,2015,9,21,1,3,71.0,,66.0,58.0,18.0,195.0,3,65.0
50138,50139,2015,9,21,2,3,76.0,,70.0,64.0,17.0,210.0,3,70.0
50139,50140,2015,9,21,3,3,70.0,,69.0,55.0,16.0,194.0,3,64.67
50140,50141,2015,9,21,4,3,71.0,,71.0,75.0,16.0,217.0,3,72.33
50141,50142,2015,9,21,5,3,79.0,,74.0,77.0,16.0,230.0,3,76.67
50142,50143,2015,9,21,6,3,112.0,,81.0,101.0,16.0,294.0,3,98.0
50143,50144,2015,9,21,7,3,110.0,,95.0,86.0,17.0,291.0,3,97.0
50144,50145,2015,9,21,8,3,115.0,,109.0,85.0,19.0,309.0,3,103.0
50145,50146,2015,9,21,9,3,124.0,,125.0,96.0,21.0,345.0,3,115.0
50146,50147,2015,9,21,10,3,122.0,,128.0,93.0,23.0,343.0,3,114.33
50147,50148,2015,9,21,11,3,112.0,,116.0,79.0,24.0,307.0,3,102.33
50148,50149,2015,9,21,12,3,108.0,,101.0,79.0,26.0,288.0,3,96.0
50149,50150,2015,9,21,13,3,91.0,,99.0,73.0,28.0,263.0,3,87.67
50150,50151,2015,9,21,14,3,87.0,,94.0,70.0,28.0,251.0,3,83.67
50151,50152,2015,9,21,15,3,95.0,,89.0,74.0,28.0,258.0,3,86.0
50152,50153,2015,9,21,16,3,89.0,,85.0,72.0,28.0,246.0,3,82.0
50153,50154,2015,9,21,17,3,83.0,,81.0,73.0,27.0,237.0,3,79.0
50154,50155,2015,9,21,18,3,93.0,,88.0,77.0,24.0,258.0,3,86.0
50155,50156,2015,9,21,19,3,101.0,,100.0,96.0,22.0,297.0,3,99.0
50156,50157,2015,9,21,20,3,104.0,112.0,101.0,89.0,22.0,406.0,4,101.5
50157,50158,2015,9,21,21,3,114.0,,108.0,95.0,20.0,317.0,3,105.67
50158,50159,2015,9,21,22,3,116.0,,111.0,95.0,21.0,322.0,3,107.33
50159,50160,2015,9,21,23,3,138.0,,120.0,102.0,21.0,360.0,3,120.0
50160,50161,2015,9,22,0,3,134.0,,124.0,112.0,19.0,370.0,3,123.33
50161,50162,2015,9,22,1,3,131.0,,128.0,115.0,19.0,374.0,3,124.67
50162,50163,2015,9,22,2,3,140.0,,134.0,120.0,18.0,394.0,3,131.33
50163,50164,2015,9,22,3,3,162.0,,159.0,142.0,18.0,463.0,3,154.33
50164,50165,2015,9,22,4,3,174.0,,182.0,167.0,19.0,523.0,3,174.33
50165,50166,2015,9,22,5,3,177.0,,190.0,170.0,20.0,537.0,3,179.0
50166,50167,2015,9,22,6,3,189.0,,189.0,170.0,19.0,548.0,3,182.67
50167,50168,2015,9,22,7,3,199.0,,202.0,182.0,20.0,583.0,3,194.33
50168,50169,2015,9,22,8,3,212.0,,222.0,189.0,21.0,623.0,3,207.67
50169,50170,2015,9,22,9,3,200.0,,235.0,187.0,21.0,622.0,3,207.33
50170,50171,2015,9,22,10,3,194.0,,197.0,165.0,22.0,556.0,3,185.33
50171,50172,2015,9,22,11,3,182.0,,168.0,141.0,23.0,491.0,3,163.67
50172,50173,2015,9,22,12,3,163.0,,159.0,121.0,24.0,443.0,3,147.67
50173,50174,2015,9,22,13,3,167.0,,155.0,122.0,25.0,444.0,3,148.0
50174,50175,2015,9,22,14,3,160.0,,151.0,119.0,26.0,430.0,3,143.33
50175,50176,2015,9,22,15,3,168.0,,149.0,127.0,26.0,444.0,3,148.0
50176,50177,2015,9,22,16,3,198.0,,171.0,164.0,26.0,533.0,3,177.67
50177,50178,2015,9,22,17,3,134.0,,106.0,68.0,22.0,308.0,3,102.67
50178,50179,2015,9,22,18,3,54.0,,41.0,29.0,19.0,124.0,3,41.33
50179,50180,2015,9,22,19,3,30.0,,29.0,28.0,19.0,87.0,3,29.0
50180,50181,2015,9,22,20,3,36.0,,33.0,41.0,19.0,110.0,3,36.67
50181,50182,2015,9,22,21,3,52.0,,45.0,40.0,18.0,137.0,3,45.67
50182,50183,2015,9,22,22,3,55.0,,42.0,37.0,17.0,134.0,3,44.67
50183,50184,2015,9,22,23,3,39.0,,40.0,25.0,16.0,104.0,3,34.67
50184,50185,2015,9,23,0,3,29.0,,29.0,24.0,15.0,82.0,3,27.33
50185,50186,2015,9,23,1,3,35.0,,33.0,34.0,15.0,102.0,3,34.0
50186,50187,2015,9,23,2,3,38.0,,36.0,31.0,15.0,105.0,3,35.0
50187,50188,2015,9,23,3,3,35.0,,32.0,25.0,14.0,92.0,3,30.67
50188,50189,2015,9,23,4,3,22.0,,18.0,13.0,14.0,53.0,3,17.67
50189,50190,2015,9,23,5,3,15.0,,14.0,11.0,14.0,40.0,3,13.33
50190,50191,2015,9,23,6,3,17.0,,14.0,8.0,14.0,39.0,3,13.0
50191,50192,2015,9,23,7,3,12.0,,13.0,14.0,16.0,39.0,3,13.0
50192,50193,2015,9,23,8,3,15.0,,12.0,16.0,18.0,43.0,3,14.33
50193,50194,2015,9,23,9,3,17.0,,19.0,14.0,20.0,50.0,3,16.67
50194,50195,2015,9,23,10,3,17.0,,20.0,15.0,22.0,52.0,3,17.33
50195,50196,2015,9,23,11,3,24.0,,18.0,13.0,24.0,55.0,3,18.33
50196,50197,2015,9,23,12,3,31.0,,25.0,19.0,25.0,75.0,3,25.0
50197,50198,2015,9,23,13,3,31.0,,30.0,24.0,26.0,85.0,3,28.33
50198,50199,2015,9,23,14,3,30.0,,35.0,24.0,26.0,89.0,3,29.67
50199,50200,2015,9,23,15,3,31.0,,26.0,23.0,27.0,80.0,3,26.67
50200,50201,2015,9,23,16,3,39.0,,39.0,30.0,26.0,108.0,3,36.0
50201,50202,2015,9,23,17,3,34.0,,39.0,31.0,25.0,104.0,3,34.67
50202,50203,2015,9,23,18,3,44.0,,40.0,29.0,23.0,113.0,3,37.67
50203,50204,2015,9,23,19,3,45.0,,50.0,41.0,22.0,136.0,3,45.33
50204,50205,2015,9,23,20,3,58.0,,55.0,43.0,21.0,156.0,3,52.0
50205,50206,2015,9,23,21,3,64.0,,59.0,58.0,20.0,181.0,3,60.33
50206,50207,2015,9,23,22,3,63.0,,67.0,79.0,20.0,209.0,3,69.67
50207,50208,2015,9,23,23,3,71.0,,73.0,69.0,19.0,213.0,3,71.0
50208,50209,2015,9,24,0,3,81.0,,74.0,61.0,18.0,216.0,3,72.0
50209,50210,2015,9,24,1,3,78.0,,77.0,72.0,18.0,227.0,3,75.67
50210,50211,2015,9,24,2,3,80.0,,85.0,77.0,18.0,242.0,3,80.67
50211,50212,2015,9,24,3,3,84.0,,85.0,68.0,17.0,237.0,3,79.0
50212,50213,2015,9,24,4,3,79.0,,69.0,56.0,17.0,204.0,3,68.0
50213,50214,2015,9,24,5,3,66.0,,63.0,48.0,17.0,177.0,3,59.0
50214,50215,2015,9,24,6,3,69.0,,63.0,53.0,18.0,185.0,3,61.67
50215,50216,2015,9,24,7,3,110.0,,121.0,132.0,18.0,363.0,3,121.0
50216,50217,2015,9,24,8,3,149.0,,163.0,112.0,19.0,424.0,3,141.33
50217,50218,2015,9,24,9,3,175.0,,156.0,123.0,19.0,454.0,3,151.33
50218,50219,2015,9,24,10,3,180.0,,186.0,172.0,20.0,538.0,3,179.33
50219,50220,2015,9,24,11,3,214.0,,194.0,150.0,22.0,558.0,3,186.0
50220,50221,2015,9,24,12,3,203.0,,175.0,144.0,23.0,522.0,3,174.0
50221,50222,2015,9,24,13,3,198.0,,199.0,154.0,24.0,551.0,3,183.67
50222,50223,2015,9,24,14,3,210.0,194.0,213.0,156.0,26.0,773.0,4,193.25
50223,50224,2015,9,24,15,3,199.0,180.0,194.0,148.0,26.0,721.0,4,180.25
50224,50225,2015,9,24,16,3,172.0,157.0,170.0,135.0,25.0,634.0,4,158.5
50225,50226,2015,9,24,17,3,159.0,160.0,163.0,139.0,25.0,621.0,4,155.25
50226,50227,2015,9,24,18,3,107.0,,106.0,53.0,24.0,266.0,3,88.67
50227,50228,2015,9,24,19,3,30.0,,23.0,22.0,17.0,75.0,3,25.0
50228,50229,2015,9,24,20,3,33.0,,26.0,23.0,17.0,82.0,3,27.33
50229,50230,2015,9,24,21,3,32.0,,29.0,25.0,17.0,86.0,3,28.67
50230,50231,2015,9,24,22,3,24.0,,20.0,16.0,17.0,60.0,3,20.0
50231,50232,2015,9,24,23,3,16.0,,18.0,18.0,16.0,52.0,3,17.33
50232,50233,2015,9,25,0,3,28.0,,26.0,20.0,16.0,74.0,3,24.67
50233,50234,2015,9,25,1,3,29.0,,31.0,29.0,16.0,89.0,3,29.67
50234,50235,2015,9,25,2,3,32.0,,28.0,26.0,16.0,86.0,3,28.67
50235,50236,2015,9,25,3,3,32.0,,27.0,22.0,15.0,81.0,3,27.0
50236,50237,2015,9,25,4,3,33.0,,27.0,19.0,15.0,79.0,3,26.33
50237,50238,2015,9,25,5,3,34.0,,27.0,20.0,14.0,81.0,3,27.0
